Year,COURSE CODE,"1. As a complete and useful guide for the course, the syllabus was: ",2. Relevance of activities and assignments to course goals was:,"3. Relevance of required readings (websites, articles, text, etc.) ",4. The effectiveness of the delivery format was: ,"5. Overall, the course content was: ",COURSE CONTENT,1. Quality and helpfulness of the mentor feedback was: ,2. Timely response by the mentor for inquiries was: ,3. MentorÂs availability for extra help was: ,"4. Overall, the mentor was: ",MENTOR
2023,BP001,5,5,5,5,5,"The audio of some lecture videos are unclear. However, the study materials are very helpful.",5,5,5,5,Thank you for your consideration and efforts.
2023,ENGL112,5,5,5,5,5, ,5,5,5,5, 
2023,3LP4,5,5,5,5,5, ,5,5,5,5, 
2023,ITE6101,3,3,3,3,3,I am hoping for a Saturday class.,3,3,3,3, 
2023,BIO6204,5,4,5,5,5, ,5,5,5,5, 
2023,GMAT111,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6245,4,4,4,4,4, ,4,4,4,4, 
2023,PHSC112,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6102,5,5,5,5,5, ,5,5,5,5, 
2023,BP007,5,4,5,4,4,"I'm grateful that AMA Online Education has given me the opportunity to continue my studies through online learning. The module had helped me to understand well the topic, however, the only thing I observed is the schedule of the exam. May I request if the exams will be in three terms like Prelims, Midterms and Finals? This will help us to identify our learning through examinations. Thank you. ",5,5,5,5,"All is good. So far, I'm satisfied with the modules. "
2023,RSCH121,5,4,4,4,5, ,4,3,3,4, 
2023,BP001,5,5,5,5,5,none,4,4,4,4,none
2023,PHYED6102,4,4,4,4,4, ,4,4,4,4, 
2023,GMAT111,3,3,3,3,3, ,3,3,3,3, 
2023,ECON6151,4,3,3,3,3, ,4,4,4,4, 
2023,GE6101,5,5,5,5,5, ,4,4,4,4, 
2023,NSCI6103,3,3,3,3,3, ,3,3,3,3, 
2023,CPE6356,5,4,4,5,5, ,5,5,5,5, 
2023,GE6116,5,5,5,5,5, ,5,5,5,5, 
2023,FILI121,4,4,4,4,4, ,4,4,4,4, 
2023,BMAT112,4,5,4,5,4, ,5,5,5,5, 
2023,GE6102,5,5,5,5,5,Provide a convenient chat with the professor per subject that can be seen on the specific course so that I can easily message my professor regarding my concern on the subject.,5,5,5,5,I just rate it excellent since I haven't asked or contact my professor.
2023,GE6104,4,5,4,5,4, ,5,5,5,5, 
2023,BP001,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6100,5,5,5,5,5, ,5,5,5,5, 
2023,CS367,4,5,4,4,4, ,5,5,5,5, 
2023,GE6108,2,2,2,2,2, ,4,2,2,2, 
2023,FILI103,5,5,5,5,5, ,5,5,5,5, 
2023,GE6100,4,4,5,4,5,Please add more video educational references. Thanks,5,5,5,5,Keep up the good work :)
2023,REM6201,1,1,1,1,1,"In general, the assignment, short quiz, long test questions are not discussed in the presentation and video lectures, resulting to student to rely on stock knowledge rather than learn from the module. ",1,1,1,1,I asked for help but none was given.
2023,BAHRM6307,5,5,5,5,5, ,5,5,5,5, 
2023,ITE6101,5,5,4,4,4,better explanation and more examples,5,5,5,5, 
2023,GE6115,4,4,4,4,4, ,4,4,4,4, 
2023,RSCH123,5,5,5,5,5, ,5,5,5,5, 
2023,ELSC111,3,3,3,3,3, ,3,3,3,3, 
2023,EDUC6240,5,5,5,5,5,"this subject gave me a lot of learnings, although. it makes me confused sometimes, but if the learners/student's study about this subject seriously you will be able to understand everything.    ",4,4,4,5,I really thank our mentor in this subject. she really did well and work hard about this subject for us to learn. 
2023,MEIL122,4,4,3,3,4, ,3,3,3,3, 
2023,ENGL6310,4,4,4,4,4, ,3,3,3,3, 
2023,GE6106,4,4,4,4,4,Great tool to make dreams come true.,3,3,3,4, 
2023,GBIO122,5,5,5,5,5,everything is useful,5,4,4,4,too long to respond sometimes
2023,BP002,2,3,2,2,2, ,1,3,2,3, 
2023,GMAT111,3,2,3,2,2,none,2,3,2,2,none
2023,GE6104,5,5,5,5,5, ,4,4,4,4, 
2023,UCSP111,3,3,3,3,3, ,3,3,3,3, 
2023,GE6107,5,5,5,5,5,NONE THAT I CAN THINK OF. ALL MATERIALS WAS VERY HELPFUL ,5,5,5,5,"I haven't tried reaching out the mentor directly, but I think it would be better if there's a platform that we can use in reaching or contacting our mentor easily and conveniently for the possible questions we could be having that needs immediate attention. "
2023,PEDH112,4,3,4,3,4,The course content was well-organized..,4,3,4,4,The mentor was sincere in the way he show his desire to help us learn and grow.
2023,ETHNS6102,5,5,5,4,4, ,4,5,5,5, 
2023,RSCH122,5,5,5,5,5, ,5,5,5,5, 
2023,CPAR122,5,5,5,5,5, ,5,5,5,5, 
2023,ENTR122,5,5,5,5,5, ,5,5,5,5, 
2023,PHYED6200,5,5,5,5,5,None.,5,5,5,5,None.
2023,GE6108,4,4,4,4,4, ,4,4,4,4, 
2023,GE6102,5,5,5,4,5, ,5,4,5,5, 
2023,BP002,4,4,4,5,5,Please add more modules.,4,4,4,4,Thank you.
2023,GE6108,4,4,4,4,4, ,4,4,4,4, 
2023,ENGL6102,5,4,4,4,4, ,4,4,4,4, 
2023,GE6107,5,5,5,3,5, ,5,5,5,5, 
2023,3LP1,4,4,5,5,5, ,5,4,4,5, 
2023,GE6102,4,4,4,4,4, ,4,4,4,4, 
2023,ENGL112,5,5,5,5,5, ,5,5,5,5, 
2023,GE6102,3,2,2,1,2, ,1,1,1,1, 
2023,BP002,5,5,5,5,5,"Nothing at all, overall concept and its content is good.",5,5,5,5,Everything that was provided in every module and lecture are easy to understand. 
2023,GE6114,5,5,5,5,5, ,5,5,5,5, 
2023,GE6102,4,4,4,4,4, ,4,4,4,4, 
2023,GE6108,5,5,5,5,5,Please include my course - Bachelor of Science in Psychology,5,5,5,5,Overall Excellent
2023,GE6108,5,4,5,4,5,"I loved the specifics of the lessons about Philippine caricatures, especially the lessons on the rule of the government. In the personal improvement of my online experience at AMA University Online Education, I suggest we have more responsive mentors, buddies to talk to about essential matters only and that they are responsible and accountable for their job to monitor the students' progress. ",5,4,4,4,I haven't reached to any of my mentors since it's online and they are not active in the LMS platform 24/7. 
2023,MATH6100,5,5,5,4,4,more example,5,5,5,5,thank you
2023,PHYC122,5,5,5,5,5,everything is useful,5,5,5,5, 
2023,SSCI111,5,5,5,5,5, ,5,5,5,5, 
2023,GE6115,5,5,5,4,4, ,3,3,3,3, 
2023,GE6100,5,5,5,5,5, ,5,5,5,5, 
2023,GE6108,4,5,4,4,4,Provide a convenient chat with the professor per subject that can be seen on the specific course so that I can easily message my professor regarding my concern on the subject.,5,5,5,5,I haven't ask or sent an email but hopefully if I have concerns my mentor will response immediately
2023,PSYC6201,5,5,5,5,5,"This has a good content, the tagalog lecture video  is perfect for us Filipino, and the English video also, a totally great lecturing way.",5,5,5,5,Absolutely awesome mentor.
2023,MBA105,5,5,5,5,5,very good in the presentation of the course,5,5,5,5,"Keep up the excellent job Sir Cariaso.  Thank you for the inspiring thoughts and quotes in relation with God and additional knowledge of other languages,  Gracias and God bless."
2023,GE6102,5,5,5,5,5, ,5,5,5,5, 
2023,GE6103,5,5,5,5,5,Some modules do not have video lectures. It will be really helpful specially for visual and auditory learners.,5,5,5,5,"I haven't tried reaching out to the mentor, but I think he will be helpful when the time comes that I'll seek for his help. "
2023,GE6107,5,4,5,5,5, ,5,5,5,5, 
2023,COMM6348,3,3,3,3,3,Slow uploading has been waiting for months and the course was boring and the presentations should be a more concise version of the module but its just the same contents copy pasted. ,3,3,3,3, 
2023,GE6100,4,4,4,4,4,This course is very helpful for student like me who is trying to have a degree,4,4,4,4,Thank you for the video lessons. The lessons are easier because of that.
2023,ESCI111,3,3,2,2,3, ,5,4,5,5, 
2023,3LP1,5,5,5,5,5, ,5,5,5,5, 
2023,MBA505,4,4,4,4,4, ,4,4,4,4, 
2023,PEDH112,5,5,5,5,5, ,5,5,5,5, 
2023,MATH6103,5,5,5,5,5,Well satisfied no need for additional improvement. im glad that i'd enrolled here,5,5,5,5,good job
2023,ICT112,5,5,5,5,5, ,5,5,5,5, 
2023,BAHRM6351,5,5,5,5,5, ,5,5,5,5,Helpful and acts on time-No negative comments!
2023,BAFM6203,5,5,5,5,5,NONE,5,5,5,5,NONE
2023,GE6103,5,5,5,5,5, ,5,5,5,5, 
2023,MISPR6400,5,5,5,5,5, ,5,5,5,5, 
2023,IT6210A,3,3,3,3,3, ,3,3,3,3, 
2023,RSCH122,3,3,3,3,3,N/a,3,3,3,3,N/a
2023,CPAR122,5,5,5,5,5, ,5,5,5,5, 
2023,CS6303,5,5,5,5,5, ,5,5,5,5, 
2023,BP002,5,5,5,5,5,Thank you!,5,5,5,5,Thank you!
2023,PHYED6101,5,5,5,4,4,Too long to read better to specify the most important article,5,5,5,5,Thank you for allowing me to finish too long.
2023,COMP121,5,5,5,5,5,Excellent,5,5,5,5,Excellent
2023,FILI121,5,5,5,5,5, ,5,5,5,5, 
2023,PEDH121,5,5,5,5,5, ,5,5,5,5, 
2023,BAMGT6315,4,4,4,4,4, ,4,4,4,4, 
2023,GE6104,5,5,5,5,5,None so far.,5,5,5,5,All is well.
2023,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6502,5,5,5,3,4,"Good amounts of reading, though perhaps the inclusion of interactive videos might be helpful in relaying the same information more efficiently and effectively.",5,5,5,5, 
2023,IT6212,2,2,2,2,2,very good in the presentation of the course,2,2,2,2,lkjhgfds
2023,GE6102,4,3,4,4,4,"I hope that the Learning materials are deduced into more proficient tools- I mean, they are all sometimes set in one large file and it is kind of bland. To further my thoughts more, this is not a complaint, rather a suggestions. I recommend facilitators of the materials to categorize the topics well. In addition, some teachers have put a quiz that has topics not yet discussed. I do would like to comment about how the other weekly materials are unavailable if you're not yet finished, well brilliant idea to have the students disciplined, on the other side, I developed trust issues in regards of them not being accessible, as a student in her personal agenda, it does kind of drive me back. Thank you for listening. Please do advise or inform me if this was sensitive, nonetheless, I have no regrets of sharing. I had to, someone has to. ",4,4,4,4,"I hope they could also interact through small announcements and reminders. It really helps. Also, this is an online educ, it doesn't mean it has to be pure independent. I hope teachers do monitor their students well. "
2023,ELSC111,5,4,5,5,5, ,5,5,5,5, 
2023,PEDH111,1,1,2,2,2, ,1,1,1,1, 
2023,MEIL122,3,3,3,3,3, ,3,3,3,3, 
2023,PSCI6102,3,4,5,5,5, ,3,3,3,3, 
2023,MEIL122,4,4,4,4,4, ,4,4,4,4, 
2023,ENGL6101,5,5,5,5,5, ,5,5,5,5, 
2023,GE6200,5,5,5,4,5,"I loved the small articles and videos included in most courses, I'd wish to see the faces of teachers explaining some just for a few efforts though. ",4,4,4,4,Good fits for providing materials. Just needs to be active and more in reach. 
2023,BAFM6203,3,4,3,3,3, ,1,1,1,1, 
2023,PSYC6301,3,3,3,3,3, ,3,3,3,3, 
2023,HUMA111,5,5,5,5,5,Excellent,5,5,5,5,Excellent
2023,PHYED6101,5,5,5,5,5, ,5,5,5,5, 
2023,GE6106,5,5,5,5,5, ,5,5,5,5, 
2023,GE6104,4,4,4,4,3, ,3,3,3,3, 
2023,GE6103,5,5,5,5,5, ,5,5,5,5, 
2023,GE6102,3,3,3,3,3, ,3,3,3,3, 
2023,GE6100,5,5,5,5,5, ,5,5,5,5, 
2023,GE6116,5,5,5,5,5, ,5,5,5,5, 
2023,RSCH121,3,3,3,3,3, ,3,3,3,3, 
2023,MBA102,5,5,5,5,5,The Medium of Information is useful for this generation and convenient to used.,5,5,5,5,Excellent 
2023,GE6107,4,4,5,4,5, ,4,5,3,4, 
2023,ACTG432,4,4,4,4,4, ,5,5,4,4, 
2023,GE6200,5,5,5,5,5,Please include my course in the degree program -Bachelor of Science in Psychology,5,5,5,5,Fantastic and Inspirational
2023,REM6122,3,3,3,3,3,Students may request and still access and see the results of every exam. Presentation must be downloadable if possible,3,3,3,3,Presentation and module should be same and downloadable.
2023,FILI111,4,4,4,4,4, ,4,4,4,4, 
2023,PHIL121,3,3,3,3,3, ,4,4,4,4, 
2023,GE6104,5,5,4,4,4, ,5,5,5,5, 
2023,GE6100,5,5,5,4,5,"Please provide videos, maybe from youtube like crash courses, or readings just for added information. Thank you",5,5,5,5, 
2023,ACTG111,1,1,1,1,1,"For this course, even though there are video lessons, the teaching approach is like that of reading the module in paraphrase, lacking explanation and interactive points - that is why the learning experience is 1 out of 5. For the short quizzes, assignments, and activities, I noticed many errors, either typographical or incomplete questions. I also encountered questions that were not discussed/related to the module objectives or questions that would be discussed in later modules but appeared earlier in the short quizzes, assignments or activities part. I do not find the module very helpful as I use other textbooks to understand the topics being discussed like the worksheet, which is not properly explained how to use, how to apply, or how to begin with but still came up as an activity exercise. As frustrating as it can be, I still do appreciate the effort of the mentor to explain some of the questions that I raised in Help Center section. I suggest that the organizers make an option for students to check their answers because there is still room for slight errors in encoding the quizzes section in the LMS. This is for the purpose of grade transparency and feedback to the student. I also suggest that the Course and Mentor Evaluation be moved last so that we can include feedback for the final exam and the course project, whether the content is relevant/related to the objectives of the lessons discussed in each module. Thank you and I hope you have the time to read this so that this course may be improved.",2,1,2,2,Mentor was kind enough to answer my multiple queries.
2023,BP001,4,5,5,4,4,PLEASE IMPROVE THE VIDEO LECTURE,4,4,4,4,Thank you 
2023,PSYC6203,5,5,5,5,5, ,5,5,5,5, 
2023,BP001,5,5,5,5,5, ,5,5,5,5,none
2023,ACTG421,3,5,3,4,5, ,5,5,5,5, 
2023,PSYC6202,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6301,5,5,5,3,4, ,5,5,5,5, 
2023,ITE6102,5,5,5,3,4, ,4,4,4,4, 
2023,GE6108,5,5,4,5,5, ,4,4,4,5, 
2023,GE6101,5,5,5,5,5, ,4,4,4,4, 
2023,HUMSS126,5,5,5,5,5, ,5,5,5,5, 
2023,GE6107,4,4,4,4,4, ,3,3,3,3, 
2023,ECON6353,5,4,5,5,5,good subject,5,5,5,5,good subject
2023,CPAR122,4,4,4,4,4, ,4,3,3,3, 
2023,ESCI111,4,3,3,4,4, ,4,4,5,4, 
2023,PHYED6102,5,5,5,5,5, ,5,5,5,5, 
2023,UCSP111,3,3,3,3,3, ,3,3,3,3, 
2023,ENG111,3,3,3,3,3, ,3,3,3,3, 
2023,GE6104,5,4,5,4,4, ,4,4,4,5, 
2023,ACTG6153,5,5,5,5,5,NONE,5,5,5,5,NONE
2023,MBA902,4,5,4,4,4,"Reaching out to the professor is made thru Ticket System, is an unnecessary channel.  The learning experience would have been better, if we, students can directly interact with the professors.",4,4,4,4,"The course requires minimal interaction with the professor. Thus, I can not give highest score."
2023,PHYED6200,4,4,4,4,4, ,4,4,4,4, 
2023,GE6101,5,5,5,5,5,"Module and other learning materials are good, but it is better to use not too deep terminology for us to easily understand the module.",5,5,5,5,No actual engagement with the mentor but the module provided were good.
2023,PHYED6103,3,3,4,4,3, ,4,3,3,4, 
2023,GE6300,5,5,5,5,5,Please include my course in the degree program - Bachelor of Science in Psychology,5,5,5,5,Inspirational and very informative lesson about history.
2023,UCSP111,5,5,5,5,5, ,5,5,5,5, 
2023,3LP2,5,5,5,5,5, ,5,5,5,5, 
2023,ENGL121,5,5,5,5,5,Splendid!,5,5,5,5,"Very much, Amazing!"
2023,EDUC231,5,5,5,5,5,Hope next time we'd be able to print the modules.,5,5,5,5, 
2023,UCSP111,5,5,5,5,5, ,5,5,5,5, 
2023,MBA002,4,4,4,3,4, ,4,4,4,4, 
2023,BAMM6008A,5,5,5,5,5, ,5,5,5,5, 
2023,CPE301,5,5,5,5,5, ,5,5,5,5,good
2023,GE6108,3,3,3,3,3, ,3,3,3,3, 
2023,MGT6140A,3,3,3,3,3, ,3,3,3,3, 
2023,PSYC6101,4,4,4,4,4, ,4,4,4,4, 
2023,GE6300,4,4,4,4,4, ,4,4,4,4, 
2023,GE6114,5,5,5,5,5, ,5,5,5,5, 
2023,ITE6102,4,4,4,4,4, ,4,4,4,4, 
2023,MIS6314,5,5,5,5,5, ,5,5,5,5, 
2023,GE6100,5,5,5,5,5, ,5,5,5,5, 
2023,MGT6372A,4,4,5,5,5, ,5,5,5,5, 
2023,MATH,4,4,5,4,4, ,4,4,5,4, 
2023,GE6101,5,5,5,5,5,with regards on the online it was very helpful and also the modules ,5,5,5,5,with regards on the online module I gain knowledge.
2023,UCSP111,5,5,5,4,5, ,5,5,5,5, 
2023,NSCI6401,5,5,5,5,5,a video presentation would be a nice addition.,5,5,5,5, 
2023,GE6101,5,5,5,5,5,I guess for me the module helpful. ,5,5,5,5,for the mentor it was great and the module was very helpful.
2023,FILI6201,4,4,4,4,4, ,4,4,4,4, 
2023,ENGL311,2,3,2,2,3,Need more useful and accurate module,3,3,3,3,"if possible, include video to easily understand module each week."
2023,NSTP6101,5,5,5,5,5, ,5,5,5,5, 
2023,3LP1,5,5,5,5,5, ,5,5,5,5, 
2023,GE6115,5,5,5,5,5,Provide a convenient chat with the professor per subject that can be seen on the specific course so that I can easily message my professor regarding my concern on the subject.,5,5,5,5,I haven't ask or sent an email but hopefully if I have concerns my mentor will response immediately
2023,BAMM6206,4,5,4,4,4, ,3,3,4,4, 
2023,BP001,5,5,5,5,5,"The course content is very effective because I can choose whether video lecture, presentation or module to be able to learn depending on what suitable for you. One suggestions I'd like to request will be the course exams, hopefully the AMA OED can divide the exams into three parts to be able to apply our knowledge after the prelims, midterms or finals, for example. ",5,5,5,5,"Hi Mentor. I'm grateful for the opportunity to be your student. I may not able to know you because this course 'English for Academic and Professional Purposes' has no mentor on the top of the course. Thank you for providing your inputs in order to teach us using three ways-video lecture, presentation and module. "
2023,PSYC311,4,4,3,4,4, ,4,4,4,4, 
2023,ICT112,4,5,5,4,5, ,5,5,5,5, 
2023,GE6116,5,5,5,5,5, ,5,5,5,5, 
2023,BP003,4,4,4,4,4,I'm stisfied at all,4,4,4,4,No horrible experience and doing great
2023,GE6300,4,4,4,5,4, ,5,4,5,4, 
2023,PSYC201,4,4,4,4,3, ,4,4,4,4, 
2023,GE6108,4,4,4,4,4, ,4,4,4,4, 
2023,GE6100,5,5,5,5,5, ,4,4,4,5, 
2023,PSYC6302,5,5,5,5,5, ,4,4,4,4, 
2023,GE6108,4,4,4,4,4, ,4,4,4,4, 
2023,ACTG6485,4,3,3,3,3, ,3,3,3,3, 
2023,BP001,5,5,5,5,5,Please be more energetic since i am using video lecture. ,5,5,5,5,very well explain the topic and direct to the topic 
2023,GE6104,4,5,4,4,5, ,3,3,3,5,Very helpful explanations
2023,GBIO122,5,5,5,5,5,Labster Simulations are not working!,5,5,5,5, 
2023,EDUC6243,4,4,4,4,4, ,4,4,4,4, 
2023,HUMSS126,5,5,5,5,5, ,5,5,5,5, 
2023,GE6104,5,5,5,5,5, ,5,5,5,5, 
2023,MBA104,1,2,3,2,3, ,1,3,1,3, 
2023,CPAR122,4,4,4,3,4, ,4,4,4,4, 
2023,BFIN121,3,3,3,3,3, ,3,3,3,3, 
2023,GE6116,4,4,4,4,4,"Please improve video presentations, I can't play them",4,4,4,4,Please improve video presentations 
2023,BFIN121,3,3,3,3,3, ,3,3,3,3, 
2023,PSYC6102,5,5,5,5,5,none so far,4,3,3,5,please kindly check the course project as early as you can.
2023,GE6108,5,5,5,5,5, ,4,4,4,5, 
2023,MBA105,4,4,4,4,4, ,4,4,4,4, 
2023,GE6104,5,5,5,4,5, ,3,3,3,3, 
2023,ETHICS6375,4,4,4,4,4,"To update modules and make it easier to read (eg avoid using deep words, use bullets and graphs if possible, avoid making it wordy)",4,4,4,4,It is unfortunately that I'm not able to maximize this portion. Will do my best then to at least use this platform as frequent as possible
2023,BAMM6201,5,4,4,4,4, ,5,4,5,4, 
2023,PEDH111,5,5,5,5,5, ,5,5,5,5, 
2023,REM6268,4,4,4,4,5,Thank you.,4,4,4,4,Thank you.
2023,GE6102,5,5,5,4,5,I hope every module has video presentation.,5,5,5,5,Overall my mentor is helpful
2023,PSYC6101,5,5,5,5,5, ,4,4,4,4, 
2023,FLAN6300,5,5,5,5,5, ,5,5,5,5, 
2023,BMAT112,5,5,5,5,5, ,5,5,5,5,Prof.Jan Mclean Tan seems to be a straightforward person. He/she responds timely  and efficiently to queries.
2023,ENGL6323,5,5,5,5,5, ,5,5,5,5, 
2023,PEDH121,5,5,5,5,5,direct email id of the instructor ,5,5,5,5, 
2023,GE6114,5,5,5,5,5,Good job,5,5,5,5,Good job
2023,FILI121,5,5,5,5,5, ,5,5,5,5, 
2023,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2023,PHSC112,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6101,4,4,4,4,4, ,4,4,4,4, 
2023,MBA105,4,3,3,4,3,"While the slides and the virtual classes are informative, the assignments and case studies seem to be not related to production and operation management",4,4,3,4,The mentor was able to answer the questions that I asked
2023,PHYED6103,5,5,5,5,5, ,5,5,5,5, 
2023,ENGL6100,5,5,5,5,5, ,5,5,5,5, 
2023,ETHICS6375,3,3,3,3,3, ,3,3,3,3, 
2023,PHYED6103,5,4,4,4,4, ,3,2,3,3, 
2023,PHYED6101,4,5,5,3,3,The answers are sensitive for ex if asked about the minutes range like 30-45 it is still the same with 30 to 45 but the system still see that as wrong. Hopefully you can change that,4,4,4,4,"The video lectures were noisy, and some words were mispronounced (binge, conspicuous)"
2023,RSCH111,5,5,5,5,5,NICE,5,5,5,5,NICE
2023,BA321,4,4,4,4,4, ,5,5,5,5, 
2023,BP003,5,5,5,5,5, ,5,5,5,5,none
2023,ENGL112,4,4,4,4,4, ,5,5,5,5, 
2023,3LP1,3,3,3,3,3, ,3,3,3,3, 
2023,GE6102,3,3,4,3,4, ,5,5,5,5, 
2023,ECON6151,5,5,5,4,5, ,5,4,4,4, 
2023,3LP1,5,5,5,5,5, ,5,5,5,5, 
2023,ENGL112,4,4,4,4,4, ,4,4,4,4,na
2023,MATH6231,3,3,3,3,3, ,4,4,4,4, 
2023,ITE6201,5,4,5,4,4, ,4,4,4,5, 
2023,MATH,4,4,4,4,4, ,4,4,4,4, 
2023,GMAT111,3,3,3,3,3, ,3,3,3,3, 
2023,ENG101,3,3,3,3,3,Is too hard a communicate the teachers,3,3,3,3, 
2023,ECON122,5,5,5,5,5, ,5,5,5,5, 
2023,GE6114,5,4,4,4,4,i suggest that they should provide questions in those quizzes that their student are taking based on the current lessons that being discussed.,5,5,5,5,"They do their job well in assisting their  student
"
2023,EDUC323,4,4,4,4,4, ,4,4,4,4, 
2023,ECON6142,4,4,4,4,4, ,4,4,4,4, 
2023,PHIL121,3,3,3,3,3, ,3,3,3,3, 
2023,GE6102,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC311,5,5,5,5,4,"Sana balik nyo ung dati na narereview ung mga answers lalo na sa fill im the box, kasi may isa akong answer na tama nman according sa module pero dko alam kung sa spelling ba ako nag kamali. Thanks it would really help a lot lalo wala nmang chat line and prof.",5,5,5,5,I hope you can be more reachable by having viber accounts
